age,income,employment_length,credit_history_length,num_credit_lines,num_open_accounts,total_debt,debt_to_income_ratio,credit_utilization,num_late_payments,num_delinquencies,bankruptcies,loan_amount,loan_purpose,homeownership,num_dependents,credit_risk
22,54016,28,11,1,5,75874,1.5,0.95,19,9,0,31226,home,mortgage,2,1
54,31246,14,24,1,1,38346,1.03,0.68,9,9,1,8614,business,mortgage,3,1
49,65558,32,28,9,8,50772,0.64,0.3,5,3,1,48021,auto,rent,0,1
72,138721,6,8,12,0,72084,1.19,0.19,14,0,2,22224,business,rent,2,1
26,38381,11,0,7,5,40149,1.99,0.3,17,1,1,19013,auto,own,4,1
58,147796,29,17,14,5,86700,0.87,0.09,17,0,0,22446,personal,own,1,1
52,56455,20,20,14,4,27526,1.84,0.14,6,5,1,40673,business,own,3,1
36,112263,30,3,11,4,96758,0.69,0.1,14,2,0,38657,education,rent,3,0
65,24018,23,9,1,0,85712,0.11,0.42,17,6,1,5839,home,own,5,0
33,31302,19,24,6,9,68477,0.41,0.8,17,4,1,37725,education,own,4,1
20,87506,36,6,2,4,5695,0.84,0.14,19,8,1,31203,business,rent,3,1
37,61157,3,21,7,1,39169,0.44,0.13,8,6,0,1557,auto,mortgage,5,0
41,74917,27,22,6,6,47947,0.0,0.64,1,3,1,31666,business,rent,5,0
71,112738,19,0,13,2,47224,1.83,0.2,7,4,0,38389,home,own,5,1
73,116646,23,16,7,3,45865,1.69,0.1,19,4,0,48700,business,rent,3,1
50,103122,31,23,13,2,25553,1.48,0.17,1,4,2,34607,auto,mortgage,3,1
41,44519,35,28,6,2,60410,0.34,0.92,10,9,1,25578,education,mortgage,3,1
69,116809,33,28,10,3,90895,0.24,0.82,6,8,2,10243,personal,mortgage,2,1
28,107487,35,1,5,4,24816,0.14,0.35,5,9,2,10596,education,mortgage,5,0
66,76819,1,27,12,0,55026,1.45,0.66,9,2,0,7998,auto,mortgage,2,1
25,100910,14,25,6,3,50705,1.86,0.54,4,5,1,11129,auto,mortgage,1,1
53,140430,33,10,4,7,61922,0.86,0.68,10,7,0,1510,home,own,3,0
55,91324,35,8,6,9,73914,0.24,0.68,0,8,0,12596,business,own,4,1
57,25408,5,6,0,6,1881,1.02,0.63,1,6,1,13974,business,rent,0,1
37,79379,38,21,0,8,39567,0.7,0.27,0,2,0,2137,education,own,1,0
52,45053,11,16,8,4,47365,0.75,0.04,18,0,1,47468,personal,mortgage,0,1
65,29446,2,16,13,9,79211,1.24,0.46,1,3,1,28897,personal,own,0,1
42,20922,17,1,4,3,70122,1.44,0.89,19,5,0,5666,home,rent,3,1
52,118723,39,5,12,7,25006,0.22,0.57,3,2,0,9906,auto,mortgage,4,0
42,71356,20,13,4,8,41198,0.07,0.83,11,0,2,22818,home,own,0,0
46,30789,14,5,2,6,22831,1.99,0.99,19,5,0,44246,business,own,5,1
35,117720,32,1,4,6,16459,0.47,0.16,17,0,1,3654,auto,rent,0,1
63,86656,34,0,2,4,32443,0.11,0.69,0,8,2,34758,home,mortgage,1,0
35,64028,25,9,8,3,42316,0.38,0.67,0,0,1,25204,education,rent,4,0
19,84484,7,20,8,9,96131,0.08,0.98,13,5,2,35928,business,mortgage,4,0
71,52154,35,4,5,0,64486,0.78,0.99,3,0,0,31552,personal,mortgage,0,0
52,102870,29,1,14,9,5877,1.6,0.69,4,6,0,48904,home,own,4,1
33,22336,22,21,0,9,39553,0.68,0.24,10,2,0,11336,business,rent,1,1
58,123677,13,15,6,6,4922,0.89,0.8,12,5,1,48037,business,rent,1,0
53,87779,13,24,6,0,4686,1.35,0.11,15,6,2,17206,personal,rent,1,1
50,39029,1,1,13,0,32766,1.02,0.78,12,0,1,35831,personal,mortgage,5,1
21,79201,36,9,9,4,79943,1.72,0.91,1,0,2,44563,personal,rent,3,1
50,52265,4,1,9,8,32006,1.73,0.38,15,4,0,19361,home,mortgage,0,1
31,122916,37,15,3,5,31422,0.02,0.63,5,5,1,42335,personal,rent,4,0
38,132250,13,15,7,2,12205,1.56,0.43,13,8,0,9933,education,rent,1,1
65,136553,38,18,5,2,86590,0.92,0.44,0,0,1,26816,business,own,0,0
37,63872,24,28,3,6,23527,1.98,0.31,16,3,0,16619,personal,rent,0,1
73,66197,19,6,3,5,18443,0.97,0.76,10,9,1,38687,business,own,3,1
25,145733,1,21,1,8,16524,1.97,0.94,18,7,1,27943,auto,own,5,1
24,75180,38,11,13,5,28202,1.51,0.94,2,9,2,27819,auto,mortgage,4,1
20,43710,5,23,1,4,65552,0.5,0.17,10,8,0,12741,personal,rent,5,0
34,49486,16,14,11,9,46142,1.08,0.87,4,2,2,9798,business,rent,4,1
50,91907,24,7,13,6,61692,1.98,0.74,16,1,2,26143,auto,rent,1,1
65,148876,27,5,3,0,82384,1.72,0.25,6,3,0,33747,personal,own,1,1
29,91895,1,27,4,6,20855,0.19,0.07,9,1,1,48334,business,rent,0,0
68,84435,34,26,7,2,83747,1.41,0.27,10,0,2,34651,personal,mortgage,4,1
39,60631,36,9,14,8,60372,0.69,0.91,2,2,0,22182,business,mortgage,4,0
72,149038,4,2,5,5,25095,0.01,0.63,19,6,1,10415,auto,rent,5,1
39,121532,0,18,13,8,38724,0.81,0.72,9,0,2,12085,personal,own,1,0
63,40103,39,16,14,4,49241,0.47,0.26,9,1,2,16008,auto,mortgage,2,1
47,84772,11,6,3,6,52003,1.64,0.72,13,0,2,23102,personal,mortgage,0,1
55,146108,35,20,12,3,68379,0.67,0.03,11,7,1,19452,home,own,4,0
55,34382,22,19,10,6,94837,1.66,0.38,14,4,2,9120,auto,mortgage,3,1
62,104291,30,25,6,0,91996,0.0,0.63,9,7,1,8820,auto,own,3,0
68,121195,10,3,7,6,97454,0.62,0.15,9,2,2,45669,education,mortgage,2,1
71,23756,9,13,1,7,94283,0.48,0.82,18,6,0,19170,auto,own,1,0
25,40609,2,19,11,4,15972,0.47,0.24,0,7,2,17259,business,mortgage,1,0
44,134074,13,21,6,1,93846,0.14,0.65,9,5,0,23099,personal,rent,1,0
44,36478,15,14,14,4,22927,0.37,0.41,1,6,0,10649,home,mortgage,5,0
51,120978,9,23,13,5,66630,1.11,0.6,16,1,0,31255,business,mortgage,3,1
38,59666,28,7,1,1,52347,0.58,0.11,6,7,1,42037,business,rent,1,1
47,95683,9,20,1,5,99708,0.83,0.02,6,4,0,12805,business,rent,3,0
50,119097,11,14,7,5,88860,0.75,0.91,19,6,2,44147,business,rent,2,1
45,144714,29,21,1,0,86210,1.75,0.27,8,0,1,9744,home,rent,0,1
64,120420,0,19,14,0,69518,1.81,0.82,1,4,0,47053,education,own,5,1
50,91315,4,27,10,9,45283,0.99,1.0,13,0,1,42241,auto,own,4,0
22,97834,19,13,8,2,81326,0.66,0.21,16,7,1,33305,business,mortgage,2,1
65,146205,7,26,11,9,12205,0.21,0.27,0,3,1,26857,auto,mortgage,3,0
36,34153,11,28,0,9,89874,1.91,0.66,8,3,2,11679,auto,mortgage,2,1
21,129415,0,8,14,2,12748,0.12,0.97,19,1,0,48373,business,own,4,0
52,96325,19,7,8,3,21097,0.6,0.92,18,4,1,30829,education,mortgage,5,1
66,129701,27,25,14,1,3092,0.6,0.5,3,0,1,11985,auto,mortgage,0,0
34,32999,36,27,0,8,53311,0.64,0.8,7,8,1,29287,personal,own,4,1
61,75318,36,25,9,9,22692,0.33,0.14,12,4,0,13391,auto,mortgage,5,0
45,20814,11,16,12,6,23862,1.57,0.98,3,5,1,5861,business,own,3,1
47,135033,36,1,9,6,90396,0.24,0.96,8,1,1,35364,home,own,4,0
46,96077,27,24,1,5,79507,1.27,0.16,8,9,2,17863,auto,rent,2,1
63,110474,14,23,5,2,80152,0.25,0.3,17,9,0,32499,education,rent,1,0
70,22443,5,29,5,5,70469,0.14,0.1,11,0,2,28794,personal,own,2,0
23,95993,19,2,0,7,4926,1.82,0.27,9,3,0,43923,personal,own,3,1
52,95916,13,7,6,7,91299,0.38,0.82,10,6,0,8919,home,rent,0,1
58,93319,1,11,7,8,3969,1.64,0.38,6,5,0,44102,home,mortgage,4,1
54,145885,8,0,1,0,35733,1.09,0.09,8,9,2,21282,auto,mortgage,0,1
41,129777,36,9,7,0,69855,0.16,0.34,5,0,2,48396,business,mortgage,3,0
46,37368,19,19,8,2,41743,1.91,0.98,18,0,2,35840,education,own,4,1
66,35328,25,2,5,2,39876,0.49,0.63,15,7,2,43255,personal,rent,5,1
63,76942,28,5,4,9,20323,1.72,0.42,14,3,1,6624,home,mortgage,5,1
70,111751,0,6,11,7,16428,0.34,0.17,6,4,1,34706,education,rent,2,1
48,119131,34,19,8,9,34578,1.71,0.99,15,6,1,9176,business,rent,2,1
52,47306,5,22,12,0,86486,0.03,0.82,4,7,0,34529,personal,own,3,0
50,105451,36,24,11,1,64140,1.02,0.28,15,9,1,13941,personal,mortgage,5,1
69,59915,4,26,10,1,83829,1.54,0.07,0,6,0,2669,business,rent,4,1
38,57219,32,17,8,2,6364,1.87,0.06,18,1,2,40896,personal,own,5,1
49,100879,13,10,0,5,35349,1.82,0.12,4,3,0,21246,business,own,2,0
40,131939,11,18,10,0,691,1.64,0.58,6,9,0,45859,personal,own,3,1
50,84644,19,4,2,1,95598,1.78,0.93,18,0,1,41076,auto,mortgage,5,1
20,80279,23,18,8,0,66467,0.4,0.5,4,9,2,21323,business,mortgage,3,0
35,73028,33,10,10,4,45896,0.57,0.84,16,8,2,34894,education,own,5,1
42,124263,24,23,1,6,57062,0.58,0.45,7,2,1,7021,auto,mortgage,0,0
59,20126,28,11,11,7,97266,0.75,0.71,0,2,2,40205,education,mortgage,5,1
48,72329,38,9,3,9,79762,0.79,0.73,1,9,2,40807,personal,rent,2,1
71,47632,30,7,3,0,13861,1.09,0.17,14,8,2,37903,education,own,4,1
20,127099,22,23,1,6,96837,0.32,0.36,19,9,1,48879,auto,own,2,1
57,85310,37,27,14,4,88302,1.38,0.64,17,2,2,45732,business,mortgage,2,1
63,129945,19,27,2,9,63928,0.34,0.07,10,7,0,9711,home,own,2,1
41,75176,22,8,12,0,83231,0.62,0.36,9,1,0,8904,education,own,3,1
67,139797,15,3,2,2,41347,1.01,0.53,3,2,2,36051,home,own,1,1
49,106066,7,4,0,6,3121,1.59,1.0,4,1,1,21942,education,mortgage,1,1
64,125500,20,20,5,9,83793,1.48,0.47,3,0,1,25251,education,mortgage,0,0
39,146413,0,7,7,0,28164,1.29,0.82,12,1,1,26058,business,mortgage,2,1
40,64327,7,22,11,6,25491,0.31,0.43,12,7,2,36245,personal,rent,1,1
19,88904,28,8,2,4,59222,1.09,0.8,17,8,2,4093,auto,own,0,1
44,23797,31,14,4,0,23165,0.17,0.6,1,1,0,25918,auto,rent,3,0
59,67882,37,14,0,0,3748,0.75,0.89,15,6,1,8207,auto,mortgage,2,1
19,33718,4,15,9,0,98581,0.83,0.41,0,4,0,10394,personal,rent,4,1
43,54560,21,13,6,8,26553,0.08,0.6,18,2,0,27974,home,own,3,0
34,96589,33,7,9,2,60380,0.55,0.63,8,8,1,29172,auto,own,0,1
57,42116,0,17,12,4,44331,1.91,0.42,2,5,2,33283,home,mortgage,3,1
50,56244,25,9,0,9,96033,1.91,0.14,6,0,2,48609,personal,mortgage,4,1
26,121721,9,27,11,8,96844,0.7,0.09,9,4,0,39995,personal,rent,3,0
60,21645,29,19,10,5,39560,0.09,0.02,0,6,0,14280,business,mortgage,0,0
71,67523,17,5,8,8,53865,0.36,0.87,9,3,0,37303,auto,rent,4,0
65,144085,16,11,7,7,46686,0.78,0.24,8,7,0,28453,business,own,4,0
56,137718,25,1,6,7,75910,1.9,0.21,14,9,1,44350,auto,own,3,1
46,39256,7,6,9,0,4675,0.28,0.74,14,4,0,3913,personal,own,4,0
59,121376,39,15,14,8,66706,1.53,0.32,2,8,0,26765,personal,own,3,1
72,120158,11,2,6,5,77986,0.22,0.51,4,8,2,3340,education,own,2,0
43,73173,26,12,4,8,76216,1.96,0.16,8,8,2,27179,education,rent,4,1
52,57430,7,2,4,2,10068,0.76,0.96,8,0,2,28873,personal,own,3,1
67,59282,24,26,10,2,54460,1.55,0.85,6,1,1,39057,personal,rent,2,1
42,139719,3,17,12,5,46418,0.69,0.86,11,2,1,1597,home,own,4,1
41,83374,32,10,4,8,26206,1.26,0.41,8,3,2,30119,home,rent,2,1
30,88244,0,7,0,6,287,0.38,0.76,5,9,2,16025,business,rent,5,0
24,31694,18,5,7,2,22337,0.29,0.14,1,8,0,8145,education,rent,4,0
74,76264,30,0,11,2,20666,1.88,0.01,8,9,0,36670,education,mortgage,5,1
53,95060,15,27,10,1,1161,1.84,0.02,16,5,1,42723,personal,rent,0,1
62,117416,13,0,0,8,90071,1.77,0.59,0,0,1,8694,personal,rent,0,1
37,77545,4,22,3,2,98064,1.25,0.46,18,8,0,5830,business,own,3,1
18,138195,25,7,14,4,38751,1.62,0.52,5,5,2,24930,education,rent,1,1
25,59224,27,4,8,8,82063,0.14,0.01,4,3,0,24752,home,rent,5,0
63,122516,1,27,13,7,89389,0.67,0.42,1,3,1,43602,auto,mortgage,5,0
33,117945,5,15,8,1,14758,0.63,0.72,8,2,1,11489,business,own,0,0
31,33224,8,10,4,2,65780,1.27,0.44,13,6,0,33692,auto,mortgage,5,1
29,60738,32,4,3,1,3178,0.71,0.73,3,2,0,16768,home,mortgage,1,0
68,45150,24,3,2,7,31831,0.3,0.23,3,1,0,44132,home,mortgage,2,0
40,83731,12,29,2,5,2176,1.19,0.81,14,9,1,3160,auto,rent,2,1
32,69688,8,5,11,5,33654,1.63,0.59,7,7,2,47036,business,mortgage,1,1
45,119929,12,13,4,8,26627,0.76,0.21,3,3,0,21133,auto,mortgage,5,0
51,128618,30,21,9,7,52550,0.26,0.24,15,7,1,48253,business,own,5,0
19,93509,10,18,0,3,44910,0.39,0.63,3,0,1,36690,business,own,5,0
49,28577,3,8,4,3,90417,0.47,0.83,15,4,1,23870,personal,own,3,1
40,28070,33,11,5,8,58251,0.6,0.42,11,8,0,25496,education,own,4,1
39,146161,37,10,6,0,35422,1.29,0.26,15,0,0,37572,education,mortgage,1,1
68,28666,3,13,11,1,11984,1.2,0.87,18,3,2,3368,home,own,1,1
42,77761,37,22,8,1,89312,1.39,0.67,7,5,1,48925,personal,rent,1,1
39,141178,18,15,2,5,61386,0.73,0.45,5,9,0,41861,education,mortgage,1,0
39,56368,5,0,14,3,83291,1.65,0.49,9,7,1,37700,business,own,1,1
66,26783,33,12,1,9,7135,0.41,0.2,4,2,1,30203,business,mortgage,5,0
69,131530,17,22,13,2,320,0.94,0.63,17,4,2,12552,auto,own,3,1
59,61914,12,20,2,2,94171,1.6,0.36,9,6,0,6608,auto,mortgage,0,1
23,90507,22,20,11,2,21684,0.36,1.0,9,0,0,46667,business,own,5,0
32,147738,18,29,8,5,55913,0.22,0.48,6,6,1,23485,business,rent,5,0
71,99026,10,12,11,7,88774,1.77,0.49,17,7,1,43060,auto,own,4,1
60,135893,0,1,6,6,21889,0.69,0.57,0,7,2,10862,education,mortgage,0,1
54,131255,23,3,8,3,95849,1.37,0.92,6,8,2,39299,home,mortgage,1,1
50,130616,6,27,12,3,98071,0.05,0.8,0,5,2,11412,auto,rent,0,0
25,87526,24,5,1,9,48899,1.38,0.45,14,5,2,22354,education,mortgage,3,1
70,90835,20,25,4,1,10770,0.63,0.72,3,1,2,7344,education,rent,2,1
61,65765,14,26,12,0,39321,0.11,0.59,19,2,2,41655,education,mortgage,5,0
61,39956,0,22,3,8,85962,1.22,0.49,9,3,1,18993,personal,mortgage,0,1
22,107895,11,26,14,1,41777,0.48,0.19,8,3,2,29682,personal,rent,4,0
56,66240,6,4,1,7,46250,0.77,0.46,1,7,1,49926,education,mortgage,3,0
21,141008,14,24,8,8,73034,0.16,0.25,13,0,1,29415,business,mortgage,2,0
23,57148,20,2,8,3,40130,0.29,0.91,15,9,0,20323,personal,rent,3,1
62,114270,18,0,5,7,81931,0.6,0.34,0,3,1,18997,auto,own,1,0
49,147978,28,3,10,8,49346,0.18,0.95,1,3,1,4679,personal,rent,2,0
69,24757,24,24,5,9,2537,1.82,0.53,6,0,2,30489,business,mortgage,4,1
47,39097,32,19,7,9,84762,0.01,0.63,9,2,1,41308,home,own,2,0
64,30395,31,1,5,4,15216,0.97,0.54,19,4,2,10488,personal,own,4,1
52,36241,34,25,0,6,84149,0.25,0.13,0,5,2,40842,education,own,1,0
72,123892,37,29,3,9,3009,0.62,0.38,12,8,2,4996,education,rent,4,1
57,47696,25,29,12,3,89904,1.85,0.1,0,8,0,6695,education,own,3,1
69,135654,10,4,6,0,29327,0.32,0.62,4,8,2,31204,home,own,0,0
33,90480,34,2,12,2,14209,1.93,0.45,15,0,1,24382,business,own,3,1
30,66163,7,28,12,4,48443,0.41,0.78,14,8,2,15235,auto,mortgage,5,1
67,39816,13,27,1,2,15029,1.48,0.22,16,7,2,3366,business,rent,3,1
59,69840,9,28,8,6,67613,1.09,0.16,15,1,2,28467,home,rent,2,1
47,122547,1,8,7,8,79443,1.77,0.41,12,0,0,47932,education,mortgage,1,1
36,72853,8,19,7,5,56997,1.11,0.93,10,0,1,7764,business,own,5,1
34,44917,2,5,6,9,62559,1.07,0.71,16,5,0,26360,auto,mortgage,5,0
73,116731,20,17,3,0,64892,0.39,0.42,16,8,1,49295,education,mortgage,5,1
36,41566,25,5,1,6,70409,0.33,0.52,1,6,0,32923,auto,own,0,0
45,95452,7,18,2,2,8635,1.83,0.08,12,4,1,31175,personal,own,4,1
72,82823,1,27,11,4,33065,0.66,0.98,13,1,0,17292,auto,rent,2,0
43,141392,5,11,5,9,33783,0.74,0.67,10,0,2,2614,education,own,1,1
54,40806,27,24,11,3,34152,1.52,0.29,9,1,0,21939,personal,mortgage,0,1
43,95520,28,10,11,9,58741,0.68,0.59,2,0,0,48164,education,mortgage,3,0
70,21759,25,1,4,4,51502,1.9,0.11,16,2,2,19800,education,own,1,1
40,146092,24,14,11,4,29092,1.48,0.97,14,5,2,24246,personal,rent,5,1
26,61949,11,11,7,5,17653,1.19,0.17,8,7,1,32688,auto,mortgage,1,1
29,112374,4,11,5,9,97999,1.76,0.65,9,2,1,28962,home,own,1,1
70,22482,33,8,5,9,99564,0.1,0.25,7,9,1,30764,home,rent,3,1
18,44442,36,20,0,5,40469,0.51,0.72,12,8,0,33470,home,rent,4,1
18,53719,14,23,3,7,86483,0.93,0.78,17,9,1,39501,home,mortgage,2,1
64,78066,35,1,4,7,59754,0.45,0.67,4,4,0,4216,business,mortgage,5,0
51,113501,14,21,11,8,29978,1.49,0.61,5,6,0,23072,home,rent,4,1
49,22079,22,2,10,7,87592,1.84,0.89,16,7,1,29242,personal,rent,0,1
71,22717,5,11,2,1,94543,0.85,0.08,10,2,1,38132,home,rent,5,0
65,79676,20,27,12,9,43169,0.68,0.33,19,1,0,46037,education,own,2,0
42,47952,22,29,8,0,48287,1.92,0.25,15,1,2,18861,home,mortgage,0,1
57,106444,15,25,0,9,54745,0.89,0.99,8,4,2,47597,auto,rent,3,1
62,62460,14,15,5,1,5543,0.98,0.39,1,0,0,5960,personal,mortgage,4,0
70,110397,24,20,5,1,56392,0.7,0.73,4,1,1,19781,personal,mortgage,5,1
18,92847,35,27,9,2,21067,1.82,0.68,0,8,0,42069,business,mortgage,1,1
33,113607,10,23,4,9,51033,1.14,0.21,3,6,0,32126,education,rent,2,0
56,109106,14,25,11,6,45256,1.52,0.24,3,5,1,42609,personal,own,5,1
22,38449,3,29,14,1,90633,1.62,0.28,2,8,2,23578,auto,rent,1,1
39,53536,20,0,4,0,69345,0.68,0.41,8,6,0,41498,home,mortgage,5,1
46,84077,12,20,9,5,22191,0.87,0.23,11,4,2,18883,personal,rent,0,0
72,58258,21,2,13,8,86803,1.7,0.02,9,8,2,30782,auto,rent,1,1
20,68302,18,19,12,2,72742,0.73,0.88,1,5,1,17979,home,mortgage,1,1
29,145937,33,1,4,5,86593,1.59,0.97,10,5,0,34746,business,mortgage,5,1
43,48865,13,8,5,2,28992,1.88,0.34,9,3,0,1730,personal,rent,3,1
33,26645,3,18,7,0,81531,1.25,0.34,5,0,2,1056,personal,rent,3,0
68,139771,26,14,1,4,48803,1.48,0.01,17,4,2,32457,auto,rent,4,1
54,58000,28,17,5,9,63477,1.61,0.68,1,8,1,3243,education,rent,0,1
39,46737,27,25,0,3,13210,1.69,0.83,1,7,2,2701,business,own,3,1
74,31485,34,10,3,6,83329,0.79,0.15,9,7,1,9303,education,rent,5,1
46,58565,7,24,13,5,26270,0.1,0.16,15,4,0,16100,personal,own,3,0
31,45522,15,22,9,9,62008,0.8,0.79,11,8,1,46766,education,mortgage,4,1
45,139614,35,15,2,6,5197,1.35,0.62,0,2,2,43161,home,own,2,1
22,85155,29,21,8,4,7452,0.9,0.04,7,2,0,1947,business,mortgage,4,0
64,75168,17,16,2,3,41486,1.5,0.62,15,0,1,21505,education,own,1,1
66,72487,1,4,14,6,14859,0.71,0.31,17,8,0,7553,home,mortgage,1,1
47,149948,12,11,5,6,27236,1.27,0.37,12,5,1,34525,auto,rent,3,1
63,32342,3,10,0,5,31899,0.37,0.77,14,1,2,15866,education,own,3,1
69,60806,25,29,11,7,32083,1.5,0.81,11,7,2,31472,business,own,4,1
22,68770,24,14,5,3,67708,1.09,0.4,7,8,0,45348,home,mortgage,4,1
29,98623,29,26,3,9,16663,0.41,0.95,9,8,0,6651,education,mortgage,5,1
33,123177,10,2,7,4,93076,0.58,0.41,13,1,0,8273,auto,own,0,1
43,119785,6,0,12,3,19053,1.5,0.77,4,1,1,11033,education,mortgage,5,1
43,95629,30,19,10,0,11085,0.97,0.48,17,6,2,4535,home,rent,1,1
65,140993,9,28,8,7,30564,0.43,0.9,18,3,0,19677,education,own,5,0
38,72603,38,15,3,0,89745,1.93,0.91,14,0,0,18488,business,rent,4,1
56,146944,12,1,9,4,59095,1.43,0.09,5,7,0,42621,personal,own,5,1
53,132726,30,1,11,5,69517,1.91,0.94,10,1,1,1908,home,rent,2,1
50,101974,6,2,9,5,21153,0.85,0.83,10,2,0,5617,home,own,0,1
47,125947,35,7,5,4,5247,0.95,0.79,19,4,0,43816,home,mortgage,4,1
54,46399,19,23,0,2,10553,1.8,0.2,19,2,1,31431,home,own,3,1
40,148177,3,27,3,4,20811,1.05,0.81,17,6,1,24453,education,rent,5,1
27,105382,6,14,6,7,95381,1.41,0.85,17,6,0,36079,business,own,4,1
71,101244,0,6,11,1,6135,0.5,0.29,9,1,0,17020,auto,rent,3,0
22,129575,12,5,14,5,5573,0.89,0.95,1,6,1,47353,business,rent,3,1
53,135520,21,8,0,8,79267,0.25,0.05,8,5,2,47785,home,rent,1,0
51,130904,20,19,7,7,7189,0.41,0.15,13,9,1,46320,education,mortgage,1,1
69,96534,21,27,11,7,80077,0.0,0.54,18,8,2,27562,education,own,4,0
48,75106,27,0,9,7,43646,0.08,0.58,9,8,0,25373,home,rent,4,0
27,132599,8,7,11,6,76623,1.95,0.65,3,1,0,47105,education,mortgage,2,1
36,50678,25,22,10,7,53687,0.48,0.02,5,6,2,31164,home,rent,0,1
49,96218,8,22,5,5,68312,1.33,0.96,13,4,1,2885,business,own,0,1
18,83230,14,2,4,1,27564,1.68,0.04,3,5,0,2049,personal,mortgage,4,1
73,134684,9,3,9,1,28835,1.1,0.14,14,0,2,44271,education,rent,1,1
22,94055,23,25,10,7,61587,0.31,0.01,15,6,1,2161,home,rent,5,0
62,76373,7,24,14,0,7697,1.46,0.57,6,5,2,1815,home,rent,2,1
21,51480,23,14,13,5,80165,1.2,0.93,16,3,1,37534,education,own,0,1
33,105230,15,5,8,5,73922,1.46,0.67,18,0,1,28498,auto,mortgage,4,1
41,88836,25,14,1,3,17046,1.54,0.82,18,8,1,26037,home,mortgage,1,1
33,92258,26,20,4,9,57823,1.95,0.01,16,3,1,37007,education,mortgage,1,1
72,59986,36,2,5,2,73580,1.15,0.54,5,1,2,14942,home,rent,1,1
19,44160,3,24,6,2,53370,0.68,0.46,10,7,2,28278,auto,mortgage,5,0
66,105595,23,20,4,0,9615,1.3,0.5,15,1,2,9272,personal,rent,3,1
45,121358,18,20,8,2,5060,0.14,0.07,7,4,2,34637,auto,own,5,0
49,99111,35,13,0,3,76436,1.79,0.68,10,5,2,39294,business,mortgage,1,1
44,84929,38,19,6,4,60519,0.24,0.5,6,7,1,8741,education,rent,4,0
37,93506,9,13,9,2,71117,0.66,0.77,18,0,0,5694,auto,mortgage,2,0
41,54911,24,3,6,5,61158,1.63,0.49,9,0,0,31306,personal,mortgage,5,1
29,107127,17,11,3,4,34782,1.19,0.15,8,3,2,2934,home,own,4,1
67,51821,18,16,8,2,85709,0.79,0.65,3,4,2,22556,education,mortgage,1,1
52,95039,35,6,13,5,78533,0.95,0.17,14,8,0,19907,auto,own,2,1
50,80535,9,8,11,5,58255,1.71,0.87,12,6,1,7159,personal,mortgage,0,1
50,133453,32,2,10,7,72684,0.68,0.61,1,6,2,49487,auto,mortgage,0,1
68,104458,4,27,4,1,56918,1.74,0.16,1,7,1,30158,business,mortgage,4,1
60,32175,34,12,3,0,84284,0.18,0.96,15,4,0,21293,education,mortgage,2,0
54,139235,33,14,12,3,79558,1.55,0.52,8,4,0,46761,home,mortgage,4,1
29,74771,32,17,6,6,85549,1.7,0.07,12,0,2,47581,personal,mortgage,2,1
20,126660,20,18,3,9,81422,0.36,0.63,2,8,1,34932,auto,own,2,0
18,147157,16,0,14,2,25256,0.86,0.25,8,5,2,34387,education,own,4,1
50,141300,21,5,2,2,30005,0.33,0.8,12,8,0,41750,auto,rent,2,1
57,106925,36,26,8,4,6638,1.41,0.82,1,2,1,4066,education,mortgage,5,0
27,133374,14,26,10,4,37419,1.07,0.98,7,4,2,22256,business,own,1,1
60,86358,34,22,7,9,33377,1.27,0.5,8,1,2,42406,auto,mortgage,2,1
61,37327,27,26,0,2,43116,0.39,0.45,15,9,2,36105,business,mortgage,5,1
46,67057,6,26,6,8,36634,0.42,0.75,1,4,0,6594,personal,own,2,0
30,26150,31,1,8,3,82291,0.08,0.13,5,7,2,3460,business,mortgage,5,0
29,24425,10,23,7,2,23382,0.64,0.55,7,1,1,7820,education,own,4,1
48,143654,9,13,7,1,56063,1.12,0.55,4,7,2,37210,personal,own,0,1
63,36032,8,5,12,9,22394,1.72,0.09,8,3,0,17191,auto,rent,3,1
19,22198,13,13,5,8,67789,1.33,0.42,0,9,2,20095,auto,rent,2,1
68,80500,12,3,10,3,864,0.87,0.85,8,9,0,11529,education,rent,3,1
67,73394,24,20,3,2,99572,1.91,0.86,9,0,0,33175,home,rent,2,1
52,40079,1,7,7,6,40222,1.44,0.1,3,4,1,18675,home,mortgage,4,1
40,56220,34,29,2,7,13666,1.86,0.09,2,0,1,44158,auto,mortgage,4,1
34,61874,6,2,12,1,20955,1.06,0.26,9,6,2,47798,education,rent,5,1
43,33859,20,18,8,6,81845,0.52,0.87,14,7,0,6374,home,own,2,1
25,70460,17,29,12,4,69590,0.11,0.13,10,2,0,26976,business,own,4,0
46,51419,2,13,1,4,66471,1.45,0.72,13,2,1,14142,auto,own,4,1
43,138865,38,26,1,2,88314,0.24,0.1,5,6,1,13204,business,own,2,0
27,28705,10,19,11,4,43298,0.61,0.62,11,3,2,8394,education,mortgage,5,1
43,62880,38,16,12,1,63108,1.06,0.36,12,2,0,34593,business,own,5,1
51,149838,23,24,14,3,48924,1.13,0.79,16,7,1,42964,home,own,5,1
68,43236,18,7,11,5,16709,1.2,0.23,15,2,2,12652,home,rent,5,1
58,107955,3,23,6,0,9726,0.33,0.64,2,6,0,34740,personal,own,0,0
24,105514,25,13,11,9,60824,0.76,0.24,1,1,0,45036,auto,mortgage,2,0
21,123145,37,25,9,3,40542,1.23,0.71,10,0,1,1443,education,own,0,0
